x,y
-3.0,-2.5632262660212812
-2.9393939393939394,-2.438164361126725
-2.878787878787879,-2.5146357999419298
-2.8181818181818183,-2.5217904846953627
-2.757575757575758,-2.502785353114982
-2.696969696969697,-2.3993521954115926
-2.6363636363636362,-2.5665613291703298
-2.5757575757575757,-2.551220286346589
-2.515151515151515,-2.506863771805068
-2.4545454545454546,-2.458706045592034
-2.393939393939394,-2.4793905690796683
-2.333333333333333,-2.48513824427634
-2.2727272727272725,-2.3382531446069175
-2.212121212121212,-2.393216267231644
-2.1515151515151514,-2.2466518736254244
-2.090909090909091,-2.379920436507302
-2.0303030303030303,-2.383540304462855
-1.9696969696969697,-2.3300860293587897
-1.9090909090909092,-2.3538366344804844
-1.8484848484848484,-2.181906676910843
-1.7878787878787878,-2.243258577140049
-1.7272727272727273,-2.2804759855843626
-1.6666666666666665,-2.2160521398309347
-1.606060606060606,-2.1214890401534907
-1.5454545454545454,-2.192204614951038
-1.4848484848484849,-2.1020132983179507
-1.4242424242424243,-2.15432321565335
-1.3636363636363635,-2.0900552728383794
-1.303030303030303,-2.0126763863259183
-1.2424242424242424,-1.9771814613850685
-1.1818181818181817,-2.0582899426423116
-1.121212121212121,-2.0303629305606017
-1.0606060606060606,-1.9772497199586776
-1.0,-1.9453753353500969
-0.9393939393939394,-1.8473954995320325
-0.8787878787878789,-1.8834560964777332
-0.8181818181818183,-1.8448108130011005
-0.7575757575757573,-1.8593938816630955
-0.6969696969696968,-1.7363965516566646
-0.6363636363636362,-1.8149698404872816
-0.5757575757575757,-1.7765123642403526
-0.5151515151515151,-1.836332360552446
-0.4545454545454546,-1.6903441164447572
-0.39393939393939403,-1.7854528835096324
-0.33333333333333304,-1.7368840677110278
-0.2727272727272725,-1.6215821428737294
-0.21212121212121193,-1.5929611765917742
-0.15151515151515138,-1.5669712262061275
-0.09090909090909083,-1.5073580406815825
-0.030303030303030276,-1.4283113620716983
0.030303030303030276,-1.581858823443835
0.09090909090909083,-1.4910041538516965
0.15151515151515138,-1.4139138139253684
0.21212121212121238,-1.3451556709857404
0.27272727272727293,-1.4296464074016417
0.3333333333333335,-1.4223952207553758
0.39393939393939403,-1.2863956595201607
0.4545454545454546,-1.2421165485868357
0.5151515151515151,-1.1305776423684453
0.5757575757575757,-1.1188121019746615
0.6363636363636367,-1.2338211997174102
0.6969696969696972,-1.1492574383789118
0.7575757575757578,-1.0898883336733336
0.8181818181818183,-0.970807162405691
0.8787878787878789,-0.9512453488491598
0.9393939393939394,-1.0158178665515778
1.0,-0.999766507062685
1.0606060606060606,-0.8688158126219561
1.121212121212121,-0.8081798886419544
1.1818181818181817,-0.7630741775852415
1.2424242424242422,-0.7034315540759396
1.3030303030303028,-0.8043218660882437
1.3636363636363633,-0.8098058336512356
1.4242424242424248,-0.6443919276509443
1.4848484848484853,-0.5497683636390004
1.5454545454545459,-0.6327558026590039
1.6060606060606064,-0.5273750608753435
1.666666666666667,-0.6041471857200301
1.7272727272727275,-0.4503294231971864
1.787878787878788,-0.36161486050840164
1.8484848484848486,-0.4039626896918231
1.9090909090909092,-0.2688039592357424
1.9696969696969697,-0.3212859735344227
2.0303030303030303,-0.3303835455159243
2.090909090909091,-0.32811462855339835
2.1515151515151514,-0.25093194147602277
2.212121212121212,-0.1586430550253169
2.2727272727272725,-0.20295242730199695
2.333333333333334,-0.009656049716543186
2.3939393939393945,-0.06292306883786798
2.454545454545455,-0.04547240913464426
2.5151515151515156,0.03246905561592164
2.575757575757576,0.030462697620652568
2.6363636363636367,0.2343655134270369
2.6969696969696972,0.14580676336074497
2.757575757575758,0.3234568290364361
2.8181818181818183,0.28776966210267196
2.878787878787879,0.3259881728152008
2.9393939393939394,0.3766870287995533
3.0,0.4820409758851054
