x,y
-5.0,-5.134954832264323
-4.898989898989899,-5.39228966662476
-4.797979797979798,-5.301875285962925
-4.696969696969697,-5.67222076474197
-4.595959595959596,-5.801774379928128
-4.494949494949495,-5.887252636969157
-4.393939393939394,-5.683047201270579
-4.292929292929293,-6.09464558484504
-4.191919191919192,-5.957775536347197
-4.090909090909091,-6.13965531161854
-3.9898989898989896,-6.254937423643647
-3.888888888888889,-6.267445337752944
-3.787878787878788,-6.554189620035077
-3.686868686868687,-6.369521605599563
-3.5858585858585856,-6.797419565987995
-3.484848484848485,-6.762339836314229
-3.383838383838384,-6.901579077483978
-3.282828282828283,-7.161051102415719
-3.1818181818181817,-6.912000971201606
-3.080808080808081,-7.130873945830608
-2.9797979797979797,-7.226899530938155
-2.878787878787879,-7.255307570885204
-2.7777777777777777,-7.40756403045036
-2.676767676767677,-7.42923217700703
-2.5757575757575757,-7.748782333717045
-2.474747474747475,-7.942017299348201
-2.3737373737373737,-7.852587731816156
-2.272727272727273,-8.041266942641238
-2.1717171717171717,-7.914422371197514
-2.070707070707071,-8.085042236512255
-1.9696969696969697,-8.505530892651572
-1.868686868686869,-8.245325204529689
-1.7676767676767677,-8.558768041322404
-1.6666666666666665,-8.506095371662113
-1.5656565656565657,-8.510676249358403
-1.4646464646464645,-8.838927622623343
-1.3636363636363638,-8.919617741268244
-1.2626262626262625,-8.95767952200213
-1.1616161616161618,-8.92334675066145
-1.0606060606060606,-9.129437506088532
-0.9595959595959593,-9.186586507026675
-0.858585858585859,-9.426085154914583
-0.7575757575757578,-9.380589836274783
-0.6565656565656566,-9.300656322831106
-0.5555555555555554,-9.43953291206546
-0.45454545454545503,-9.690053451823934
-0.3535353535353538,-9.774976584072279
-0.2525252525252526,-9.966454481901891
-0.15151515151515138,-9.94385049548031
-0.050505050505050164,-9.817355746877054
0.050505050505050164,-10.060302647273177
0.15151515151515138,-10.284564052595343
0.2525252525252526,-10.024847252221594
0.3535353535353538,-10.307031925558887
0.45454545454545414,-10.390844574735373
0.5555555555555554,-10.213468576793208
0.6565656565656566,-10.364730608150307
0.7575757575757578,-10.564260079486385
0.8585858585858581,-10.460488776095401
0.9595959595959593,-10.660366440141543
1.0606060606060606,-10.49211002594996
1.1616161616161618,-10.62513447474392
1.262626262626262,-10.569171183920796
1.3636363636363633,-10.808488127311923
1.4646464646464645,-10.631121530037108
1.5656565656565657,-10.761852105094574
1.666666666666667,-10.67553719110732
1.7676767676767673,-11.017255438394626
1.8686868686868685,-10.742771447733668
1.9696969696969697,-11.055363301742634
2.070707070707071,-11.114414302542121
2.1717171717171713,-10.977939689297077
2.2727272727272725,-11.058434950891558
2.3737373737373737,-10.95114167098497
2.474747474747475,-11.02898163182433
2.5757575757575752,-11.007173487528823
2.6767676767676765,-11.099938116844523
2.7777777777777777,-10.821220193072673
2.878787878787879,-11.132994403378436
2.9797979797979792,-10.863651766126628
3.0808080808080813,-10.83583627512691
3.1818181818181817,-10.907178543790419
3.282828282828282,-10.858320320344768
3.383838383838384,-10.688149072119113
3.4848484848484844,-10.821824930952882
3.5858585858585865,-10.723476147316717
3.686868686868687,-10.62910910170597
3.787878787878787,-10.480171944318908
3.8888888888888893,-10.782962952851845
3.9898989898989896,-10.410320176477985
4.09090909090909,-10.375280881888678
4.191919191919192,-10.294534014498629
4.292929292929292,-10.425290951736754
4.3939393939393945,-10.384293337518013
4.494949494949495,-10.087388912751134
4.595959595959595,-10.23531133112608
4.696969696969697,-9.890071954571978
4.797979797979798,-9.93230937480862
4.8989898989899,-9.786595977450798
5.0,-9.556921711341746
