x,y
-5.0,9.613671434159698
-4.898989898989899,9.776256816011667
-4.797979797979798,9.970319111413934
-4.696969696969697,10.165597278651049
-4.595959595959596,10.660072630252264
-4.494949494949495,10.75820763501488
-4.393939393939394,10.628721704694199
-4.292929292929293,11.02695426819662
-4.191919191919192,11.125318456937196
-4.090909090909091,11.01550124680692
-3.9898989898989896,11.39744883335084
-3.888888888888889,11.133060430807944
-3.787878787878788,11.30700279628011
-3.686868686868687,11.369551434024308
-3.5858585858585856,11.525444834840396
-3.484848484848485,11.384103612436139
-3.383838383838384,11.725092606540487
-3.282828282828283,11.673542231429266
-3.1818181818181817,11.702462512217847
-3.080808080808081,11.710092522559624
-2.9797979797979797,11.629390609307942
-2.878787878787879,11.688793859345084
-2.7777777777777777,11.509265150908103
-2.676767676767677,11.57738583006401
-2.5757575757575757,11.460129506861811
-2.474747474747475,11.775147555159439
-2.3737373737373737,11.594345652953486
-2.272727272727273,11.381213022867506
-2.1717171717171717,11.51931946045471
-2.070707070707071,11.386843933107402
-1.9696969696969697,11.207157101899083
-1.868686868686869,11.497424697489262
-1.7676767676767677,11.250839464191781
-1.6666666666666665,11.40702985299281
-1.5656565656565657,11.009619663600889
-1.4646464646464645,11.120734910951507
-1.3636363636363638,11.011027454511057
-1.2626262626262625,10.915084912270196
-1.1616161616161618,10.85101526066008
-1.0606060606060606,10.961926054263909
-0.9595959595959593,10.545580971314104
-0.858585858585859,10.553500435026239
-0.7575757575757578,10.52622575157173
-0.6565656565656566,10.391183819156987
-0.5555555555555554,10.28155469934812
-0.45454545454545503,10.206068266023495
-0.3535353535353538,10.061718004448906
-0.2525252525252526,10.218394409294893
-0.15151515151515138,10.247126595121845
-0.050505050505050164,9.87120618751634
0.050505050505050164,10.025045212604798
0.15151515151515138,10.055473671008698
0.2525252525252526,9.968165134346028
0.3535353535353538,9.575830905794541
0.45454545454545414,9.557697204352689
0.5555555555555554,9.54845897054534
0.6565656565656566,9.78403826635701
0.7575757575757578,9.398250629445418
0.8585858585858581,9.367149550747214
0.9595959595959593,9.496142726946136
1.0606060606060606,9.374471904276234
1.1616161616161618,9.548127756760731
1.262626262626262,9.34068809288238
1.3636363636363633,9.203790733130148
1.4646464646464645,9.447057745513941
1.5656565656565657,9.297275631661938
1.666666666666667,9.217188065334794
1.7676767676767673,9.435996313255147
1.8686868686868685,9.215932527344204
1.9696969696969697,9.45390458338709
2.070707070707071,9.46796095652045
2.1717171717171713,9.5096417068756
2.2727272727272725,9.447444713674678
2.3737373737373737,9.446966759996698
2.474747474747475,9.583315424261004
2.5757575757575752,9.578482089288066
2.6767676767676765,9.97743886116898
2.7777777777777777,9.922992113585595
2.878787878787879,10.140412256053628
2.9797979797979792,10.009601227933597
3.0808080808080813,10.452681717069927
3.1818181818181817,10.22484387965878
3.282828282828282,10.436120368835077
3.383838383838384,10.598884534712536
3.4848484848484844,11.073769319684295
3.5858585858585865,11.21042424118441
3.686868686868687,11.312560070817682
3.787878787878787,11.696649493894324
3.8888888888888893,11.769037398563794
3.9898989898989896,11.884561578918241
4.09090909090909,12.277064622101184
4.191919191919192,12.41697831624195
4.292929292929292,12.993499830737486
4.3939393939393945,13.14662556694197
4.494949494949495,13.551876429474916
4.595959595959595,13.756373777186383
4.696969696969697,14.154714128476801
4.797979797979798,14.650927078456311
4.8989898989899,14.965090666677357
5.0,15.301985485592104
